EntityNumber,TypeOfAddress,CountryNL,CountryFR,Zipcode,MunicipalityNL,MunicipalityFR,StreetNL,StreetFR,HouseNumber,Box,ExtraAddressInfo,DateStrikingOff,TypeOfAddress_libelle,Zipcode_libelle
0836.157.420,REGO,,,1210,Sint-Joost-ten-Node,Saint-Josse-ten-Noode,Sint-Lazaruslaan,Boulevard Saint-Lazare,4-10,,Botanic Tower 6de verdieping,,Siège,1210
