EnterpriseNumber,Status,JuridicalSituation,TypeOfEnterprise,JuridicalForm,JuridicalFormCAC,StartDate,Status_libelle,JuridicalSituation_libelle,TypeOfEnterprise_libelle,JuridicalForm_libelle,JuridicalFormCAC_libelle
0836.157.420,AC,000,2,610,,06-05-2011,Actif,gewöhnlicher Zustand,néerlandais,Gesellschaft mit beschränkter Haftung,
