EntityNumber,TypeOfAddress,CountryNL,CountryFR,Zipcode,MunicipalityNL,MunicipalityFR,StreetNL,StreetFR,HouseNumber,Box,ExtraAddressInfo,DateStrikingOff,TypeOfAddress_libelle,Zipcode_libelle
0203.430.576,REGO,,,1060,Sint-Gillis (bij-Brussel),Saint-Gilles,Frankrijkstraat,Rue de France,56,,,,Siège,1060
