EnterpriseNumber,Status,JuridicalSituation,TypeOfEnterprise,JuridicalForm,JuridicalFormCAC,StartDate,Status_libelle,JuridicalSituation_libelle,TypeOfEnterprise_libelle,JuridicalForm_libelle,JuridicalFormCAC_libelle
0203.430.576,AC,000,2,114,,01-01-1968,Actif,gewöhnlicher Zustand,néerlandais,Öffentlich-rechtliche Aktiengesellschaft,
