EnterpriseNumber,Status,JuridicalSituation,TypeOfEnterprise,JuridicalForm,JuridicalFormCAC,StartDate,Status_libelle,JuridicalSituation_libelle,TypeOfEnterprise_libelle,JuridicalForm_libelle,JuridicalFormCAC_libelle
0878.065.378,AC,000,2,014,,21-12-2005,Actif,gewöhnlicher Zustand,néerlandais,Aktiengesellschaft,
