numero,page,texte,lien,Entreprise
0836.157.420,1,"HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ONTSLAGEN - BENOEMINGEN 2016-04-15 / 0052650 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2016/04/15/16052650.pdf,Apple Belgium
0836.157.420,1,"11) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ONTSLAGEN - BENOEMINGEN 2016-04-15 / 0052650 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=10&btw=836157420,Apple Belgium
0836.157.420,1,"12) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ME. - JAARREKENING 26.09.2015, GGK 23.03.2016, NGL 30.03.2016 16080-0181-034 2016-04-05 / 0047588",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=11&btw=836157420,Apple Belgium
0836.157.420,1,"12) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ME. - JAARREKENING 26.09.2015, GGK 23.03.2016, NGL 30.03.2016 16080-0181-034 2016-04-05 / 0047588 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=11&btw=836157420,Apple Belgium
0836.157.420,1,"13) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ONTSLAGEN - BENOEMINGEN 2015-12-09 / 0171254 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=12&btw=836157420,Apple Belgium
0836.157.420,1,"HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ONTSLAGEN - BENOEMINGEN 2015-12-09 / 0171254 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2015/12/09/15171254.pdf,Apple Belgium
0836.157.420,1,"13) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ONTSLAGEN - BENOEMINGEN 2015-12-09 / 0171254 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=12&btw=836157420,Apple Belgium
0836.157.420,1,"14) APPLE RETAIL BELGIUM SPRL HAVENLAAN 86C, BUS 204 1000 BRUXELLES 836.157.420 CAPITAL, ACTIONS 2015-12-01 / 0167676 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=13&btw=836157420,Apple Belgium
0836.157.420,1,"HAVENLAAN 86C, BUS 204 1000 BRUXELLES 836.157.420 CAPITAL, ACTIONS 2015-12-01 / 0167676 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2015/12/01/15167676.pdf,Apple Belgium
0836.157.420,1,"14) APPLE RETAIL BELGIUM SPRL HAVENLAAN 86C, BUS 204 1000 BRUXELLES 836.157.420 CAPITAL, ACTIONS 2015-12-01 / 0167676 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=13&btw=836157420,Apple Belgium
0836.157.420,1,"15) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ME. - JAARREKENING 27.09.2014, GGK 15.03.2015, NGL 26.03.2015 15071-0587-025 2015-03-30 / 0043230",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=14&btw=836157420,Apple Belgium
0836.157.420,1,"15) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ME. - JAARREKENING 27.09.2014, GGK 15.03.2015, NGL 26.03.2015 15071-0587-025 2015-03-30 / 0043230 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=14&btw=836157420,Apple Belgium
0836.157.420,1,"16) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ME. - JAARREKENING 28.09.2013, GGK 15.03.2014, NGL 20.03.2014 14071-0086-026 2014-03-27 / 0042907",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=15&btw=836157420,Apple Belgium
0836.157.420,1,"16) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ME. - JAARREKENING 28.09.2013, GGK 15.03.2014, NGL 20.03.2014 14071-0086-026 2014-03-27 / 0042907 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=15&btw=836157420,Apple Belgium
0836.157.420,1,"17) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ONTSLAGEN - BENOEMINGEN 2013-04-12 / 0057359 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=16&btw=836157420,Apple Belgium
0836.157.420,1,"HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ONTSLAGEN - BENOEMINGEN 2013-04-12 / 0057359 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2013/04/12/13057359.pdf,Apple Belgium
0836.157.420,1,"17) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ONTSLAGEN - BENOEMINGEN 2013-04-12 / 0057359 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=16&btw=836157420,Apple Belgium
0836.157.420,1,"18) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ME. - JAARREKENING 29.09.2012, GGK 15.03.2013, NGL 29.03.2013 13076-0283-025 2013-04-05 / 0046866",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=17&btw=836157420,Apple Belgium
0836.157.420,1,"18) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ME. - JAARREKENING 29.09.2012, GGK 15.03.2013, NGL 29.03.2013 13076-0283-025 2013-04-05 / 0046866 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=17&btw=836157420,Apple Belgium
0836.157.420,1,"19) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ALGEMENE VERGADERING 2013-02-20 / 0030313 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=18&btw=836157420,Apple Belgium
0836.157.420,1,"HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ALGEMENE VERGADERING 2013-02-20 / 0030313 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2013/02/20/13030313.pdf,Apple Belgium
0836.157.420,1,"19) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 ALGEMENE VERGADERING 2013-02-20 / 0030313 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=18&btw=836157420,Apple Belgium
0836.157.420,1,"20) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 KAPITAAL - AANDELEN 2013-01-24 / 0014117 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=19&btw=836157420,Apple Belgium
0836.157.420,1,"HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 KAPITAAL - AANDELEN 2013-01-24 / 0014117 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2013/01/24/13014117.pdf,Apple Belgium
0836.157.420,1,"20) APPLE RETAIL BELGIUM BVBA HAVENLAAN 86C, BUS 204 1000 BRUSSEL 836.157.420 KAPITAAL - AANDELEN 2013-01-24 / 0014117 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=19&btw=836157420,Apple Belgium
0836.157.420,1,21) APPLE RETAIL BELGIUM BVBA LOUIZALAAN 331-333 1050 BRUSSEL 836.157.420 MAATSCHAPPELIJKE ZETEL 2012-09-24 / 0158690 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=20&btw=836157420,Apple Belgium
0836.157.420,1,LOUIZALAAN 331-333 1050 BRUSSEL 836.157.420 MAATSCHAPPELIJKE ZETEL 2012-09-24 / 0158690 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2012/09/24/12158690.pdf,Apple Belgium
0836.157.420,1,21) APPLE RETAIL BELGIUM BVBA LOUIZALAAN 331-333 1050 BRUSSEL 836.157.420 MAATSCHAPPELIJKE ZETEL 2012-09-24 / 0158690 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=20&btw=836157420,Apple Belgium
0836.157.420,1,"22) APPLE RETAIL BELGIUM BVBA LOUIZALAAN 331-333 1050 BRUSSEL 836.157.420 KAPITAAL - AANDELEN - STATUTEN (VERTALING, COÖRDINATIE, OVERIGE WIJZIGINGEN, ) 2012-02-28 / 0046285 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=21&btw=836157420,Apple Belgium
0836.157.420,1,"LOUIZALAAN 331-333 1050 BRUSSEL 836.157.420 KAPITAAL - AANDELEN - STATUTEN (VERTALING, COÖRDINATIE, OVERIGE WIJZIGINGEN, ) 2012-02-28 / 0046285 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2012/02/28/12046285.pdf,Apple Belgium
0836.157.420,1,"22) APPLE RETAIL BELGIUM BVBA LOUIZALAAN 331-333 1050 BRUSSEL 836.157.420 KAPITAAL - AANDELEN - STATUTEN (VERTALING, COÖRDINATIE, OVERIGE WIJZIGINGEN, ) 2012-02-28 / 0046285 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=21&btw=836157420,Apple Belgium
0836.157.420,1,"23) APPLE RETAIL BELGIUM BVBA LOUIZALAAN 331-333 1050 BRUSSEL 836.157.420 STATUTEN (VERTALING, COÖRDINATIE, OVERIGE WIJZIGINGEN, ) 2012-02-15 / 0037975 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=22&btw=836157420,Apple Belgium
0836.157.420,1,"LOUIZALAAN 331-333 1050 BRUSSEL 836.157.420 STATUTEN (VERTALING, COÖRDINATIE, OVERIGE WIJZIGINGEN, ) 2012-02-15 / 0037975 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2012/02/15/12037975.pdf,Apple Belgium
0836.157.420,1,"23) APPLE RETAIL BELGIUM BVBA LOUIZALAAN 331-333 1050 BRUSSEL 836.157.420 STATUTEN (VERTALING, COÖRDINATIE, OVERIGE WIJZIGINGEN, ) 2012-02-15 / 0037975 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=22&btw=836157420,Apple Belgium
0836.157.420,1,"24) APPLE RETAIL BELGIUM SPRL HAVENLAAN 86C, BUS 204 1000 BRUXELLES 836.157.420 DIVERS 2012-02-15 / 0037976 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=23&btw=836157420,Apple Belgium
0836.157.420,1,"HAVENLAAN 86C, BUS 204 1000 BRUXELLES 836.157.420 DIVERS 2012-02-15 / 0037976 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2012/02/15/12037976.pdf,Apple Belgium
0836.157.420,1,"24) APPLE RETAIL BELGIUM SPRL HAVENLAAN 86C, BUS 204 1000 BRUXELLES 836.157.420 DIVERS 2012-02-15 / 0037976 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=23&btw=836157420,Apple Belgium
0836.157.420,1,"25) APPLE RETAIL BELGIUM SPRL AVENUE LOUISE 331-333 1050 BRUXELLES 836.157.420 RUBRIQUE CONSTITUTION (NOUVELLE PERSONNE MORALE, OUVERTURE SUCCURSALE, ETC...) 2011-05-20 / 0076017 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=24&btw=836157420,Apple Belgium
0836.157.420,1,"AVENUE LOUISE 331-333 1050 BRUXELLES 836.157.420 RUBRIQUE CONSTITUTION (NOUVELLE PERSONNE MORALE, OUVERTURE SUCCURSALE, ETC...) 2011-05-20 / 0076017 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2011/05/20/11076017.pdf,Apple Belgium
0836.157.420,1,"25) APPLE RETAIL BELGIUM SPRL AVENUE LOUISE 331-333 1050 BRUXELLES 836.157.420 RUBRIQUE CONSTITUTION (NOUVELLE PERSONNE MORALE, OUVERTURE SUCCURSALE, ETC...) 2011-05-20 / 0076017 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=836157420&page=1&la_search=f&caller=list&=24&btw=836157420,Apple Belgium
0836.157.420,2,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,3,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,4,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,5,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,6,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,7,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,8,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,9,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,10,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,11,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,12,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,13,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,14,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,15,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,16,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,17,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,18,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,19,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,20,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,21,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,22,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,23,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,24,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,25,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,26,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,27,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,28,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,29,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,30,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,31,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,32,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,33,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,34,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,35,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,36,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,37,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,38,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,39,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,40,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,41,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,42,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,43,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,44,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,45,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,46,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,47,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,48,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,49,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0836.157.420,50,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,Apple Belgium
0203.430.576,1,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,SNCB
0203.430.576,1,"1) SOCIETE NATIONALE DES CHEMINS DE FER BELGES, EN ABREGE : SNCB SA RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2026-06-23 / 0080130 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=0&btw=203430576,SNCB
0203.430.576,1,"RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2026-06-23 / 0080130 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2026/06/23/26080130.pdf,SNCB
0203.430.576,1,"1) SOCIETE NATIONALE DES CHEMINS DE FER BELGES, EN ABREGE : SNCB SA RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2026-06-23 / 0080130 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=0&btw=203430576,SNCB
0203.430.576,1,"2) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN, AFGEKORT : NMBS NV FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 2026-06-23 / 0080131 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=1&btw=203430576,SNCB
0203.430.576,1,FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 2026-06-23 / 0080131 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2026/06/23/26080131.pdf,SNCB
0203.430.576,1,"2) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN, AFGEKORT : NMBS NV FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 2026-06-23 / 0080131 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=1&btw=203430576,SNCB
0203.430.576,1,"3) SOCIETE NATIONALE DES CHEMINS DE FER BELGES, EN ABREGE : SNCB SA RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2026-05-28 / 0068069 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=2&btw=203430576,SNCB
0203.430.576,1,"RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2026-05-28 / 0068069 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2026/05/28/26068069.pdf,SNCB
0203.430.576,1,"3) SOCIETE NATIONALE DES CHEMINS DE FER BELGES, EN ABREGE : SNCB SA RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2026-05-28 / 0068069 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=2&btw=203430576,SNCB
0203.430.576,1,"4) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN, AFGEKORT : NMBS NV FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 2026-05-28 / 0068070 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=3&btw=203430576,SNCB
0203.430.576,1,FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 2026-05-28 / 0068070 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2026/05/28/26068070.pdf,SNCB
0203.430.576,1,"4) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN, AFGEKORT : NMBS NV FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 2026-05-28 / 0068070 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=3&btw=203430576,SNCB
0203.430.576,1,"5) SOCIETE NATIONALE DES CHEMINS DE FER BELGES, EN ABREGE : SNCB SA RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2025-12-03 / 0152497 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=4&btw=203430576,SNCB
0203.430.576,1,"RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2025-12-03 / 0152497 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2025/12/03/25152497.pdf,SNCB
0203.430.576,1,"5) SOCIETE NATIONALE DES CHEMINS DE FER BELGES, EN ABREGE : SNCB SA RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2025-12-03 / 0152497 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=4&btw=203430576,SNCB
0203.430.576,1,"6) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN, AFGEKORT : NMBS NV FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 2025-12-03 / 0152498 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=5&btw=203430576,SNCB
0203.430.576,1,FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 2025-12-03 / 0152498 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2025/12/03/25152498.pdf,SNCB
0203.430.576,1,"6) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN, AFGEKORT : NMBS NV FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 2025-12-03 / 0152498 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=5&btw=203430576,SNCB
0203.430.576,1,"7) SOCIETE NATIONALE DES CHEMINS DE FER BELGES, EN ABREGE : SNCB SA RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2025-10-01 / 0123610 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=6&btw=203430576,SNCB
0203.430.576,1,"RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2025-10-01 / 0123610 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2025/10/01/25123610.pdf,SNCB
0203.430.576,1,"7) SOCIETE NATIONALE DES CHEMINS DE FER BELGES, EN ABREGE : SNCB SA RUE DE FRANCE 56 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2025-10-01 / 0123610 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=1&la_search=f&caller=list&=6&btw=203430576,SNCB
