numero,page,texte,lien,Entreprise
0203.430.576,2,"141) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 56 1060 SINT-GILLIS 203.430.576 BENAMING - KAPITAAL - AANDELEN - RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2014-01-16 / 0016046 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=40&btw=203430576,SNCB
0203.430.576,2,142) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 SIEGE SOCIAL 2014-01-09 / 0009905 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=41&btw=203430576,SNCB
0203.430.576,2,RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 SIEGE SOCIAL 2014-01-09 / 0009905 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2014/01/09/14009905.pdf,SNCB
0203.430.576,2,142) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 SIEGE SOCIAL 2014-01-09 / 0009905 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=41&btw=203430576,SNCB
0203.430.576,2,143) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 MAATSCHAPPELIJKE ZETEL 2014-01-09 / 0009906 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=42&btw=203430576,SNCB
0203.430.576,2,FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 MAATSCHAPPELIJKE ZETEL 2014-01-09 / 0009906 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2014/01/09/14009906.pdf,SNCB
0203.430.576,2,143) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 MAATSCHAPPELIJKE ZETEL 2014-01-09 / 0009906 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=42&btw=203430576,SNCB
0203.430.576,2,"144) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2013-11-28 / 0178142 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=43&btw=203430576,SNCB
0203.430.576,2,"RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2013-11-28 / 0178142 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2013/11/28/13178142.pdf,SNCB
0203.430.576,2,"144) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2013-11-28 / 0178142 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=43&btw=203430576,SNCB
0203.430.576,2,"145) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2013-11-28 / 0178143 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=44&btw=203430576,SNCB
0203.430.576,2,"FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2013-11-28 / 0178143 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2013/11/28/13178143.pdf,SNCB
0203.430.576,2,"145) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2013-11-28 / 0178143 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=44&btw=203430576,SNCB
0203.430.576,2,"146) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2013-11-28 / 0178146 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=45&btw=203430576,SNCB
0203.430.576,2,"FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2013-11-28 / 0178146 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2013/11/28/13178146.pdf,SNCB
0203.430.576,2,"146) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2013-11-28 / 0178146 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=45&btw=203430576,SNCB
0203.430.576,2,"147) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2013-11-28 / 0178147 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=46&btw=203430576,SNCB
0203.430.576,2,"RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2013-11-28 / 0178147 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2013/11/28/13178147.pdf,SNCB
0203.430.576,2,"147) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2013-11-28 / 0178147 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=46&btw=203430576,SNCB
0203.430.576,2,148) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 KAPITAAL - AANDELEN 2013-09-10 / 0138300 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=47&btw=203430576,SNCB
0203.430.576,2,FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 KAPITAAL - AANDELEN 2013-09-10 / 0138300 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2013/09/10/13138300.pdf,SNCB
0203.430.576,2,148) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 KAPITAAL - AANDELEN 2013-09-10 / 0138300 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=47&btw=203430576,SNCB
0203.430.576,2,"149) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 CAPITAL, ACTIONS 2013-09-10 / 0138301 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=48&btw=203430576,SNCB
0203.430.576,2,"RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 CAPITAL, ACTIONS 2013-09-10 / 0138301 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2013/09/10/13138301.pdf,SNCB
0203.430.576,2,"149) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 CAPITAL, ACTIONS 2013-09-10 / 0138301 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=48&btw=203430576,SNCB
0203.430.576,2,"150) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 ME. - COMPTES CONSOLIDES 31.12.2012, APP 31.05.2013, DPT 02.07.2013 13256-0493-126 2013-07-05 / 0146908",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=49&btw=203430576,SNCB
0203.430.576,2,"150) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 ME. - COMPTES CONSOLIDES 31.12.2012, APP 31.05.2013, DPT 02.07.2013 13256-0493-126 2013-07-05 / 0146908 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=49&btw=203430576,SNCB
0203.430.576,2,"151) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ME. - GECONSOLIDEERDE REKENING 31.12.2012, GGK 31.05.2013, NGL 02.07.2013 13256-0503-127 2013-07-05 / 0149704",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=50&btw=203430576,SNCB
0203.430.576,2,"151) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ME. - GECONSOLIDEERDE REKENING 31.12.2012, GGK 31.05.2013, NGL 02.07.2013 13256-0503-127 2013-07-05 / 0149704 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=50&btw=203430576,SNCB
0203.430.576,2,"152) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 ME. - COMPTES ANNUELS 31.12.2012, APP 31.05.2013, DPT 26.06.2013 13222-0239-090 2013-07-01 / 0128575",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=51&btw=203430576,SNCB
0203.430.576,2,"152) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 ME. - COMPTES ANNUELS 31.12.2012, APP 31.05.2013, DPT 26.06.2013 13222-0239-090 2013-07-01 / 0128575 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=51&btw=203430576,SNCB
0203.430.576,2,"153) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ME. - JAARREKENING 31.12.2012, GGK 31.05.2013, NGL 26.06.2013 13222-0269-093 2013-07-01 / 0128578",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=52&btw=203430576,SNCB
0203.430.576,2,"153) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ME. - JAARREKENING 31.12.2012, GGK 31.05.2013, NGL 26.06.2013 13222-0269-093 2013-07-01 / 0128578 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=52&btw=203430576,SNCB
0203.430.576,2,"154) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2012-07-25 / 0130701 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=53&btw=203430576,SNCB
0203.430.576,2,"FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2012-07-25 / 0130701 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2012/07/25/12130701.pdf,SNCB
0203.430.576,2,"154) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2012-07-25 / 0130701 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=53&btw=203430576,SNCB
0203.430.576,2,"155) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2012-07-23 / 0129090 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=54&btw=203430576,SNCB
0203.430.576,2,"RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2012-07-23 / 0129090 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2012/07/23/12129090.pdf,SNCB
0203.430.576,2,"155) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2012-07-23 / 0129090 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=54&btw=203430576,SNCB
0203.430.576,2,"156) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ME. - GECONSOLIDEERDE REKENING 31.12.2011, GGK 29.06.2012, NGL 17.07.2012 12307-0056-115 2012-07-20 / 0177008",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=55&btw=203430576,SNCB
0203.430.576,2,"156) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ME. - GECONSOLIDEERDE REKENING 31.12.2011, GGK 29.06.2012, NGL 17.07.2012 12307-0056-115 2012-07-20 / 0177008 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=55&btw=203430576,SNCB
0203.430.576,2,"157) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 ME. - COMPTES CONSOLIDES 31.12.2011, APP 29.06.2012, DPT 17.07.2012 12307-0040-117 2012-07-20 / 0177011",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=56&btw=203430576,SNCB
0203.430.576,2,"157) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 ME. - COMPTES CONSOLIDES 31.12.2011, APP 29.06.2012, DPT 17.07.2012 12307-0040-117 2012-07-20 / 0177011 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=56&btw=203430576,SNCB
0203.430.576,2,"158) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 ME. - COMPTES ANNUELS 31.12.2011, APP 31.05.2012, DPT 13.07.2012 12295-0301-102 2012-07-18 / 0172994",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=57&btw=203430576,SNCB
0203.430.576,2,"158) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 ME. - COMPTES ANNUELS 31.12.2011, APP 31.05.2012, DPT 13.07.2012 12295-0301-102 2012-07-18 / 0172994 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=57&btw=203430576,SNCB
0203.430.576,2,"159) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ME. - JAARREKENING 31.12.2011, GGK 31.05.2012, NGL 13.07.2012 12295-0311-102 2012-07-18 / 0173076",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=58&btw=203430576,SNCB
0203.430.576,2,"159) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ME. - JAARREKENING 31.12.2011, GGK 31.05.2012, NGL 13.07.2012 12295-0311-102 2012-07-18 / 0173076 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=58&btw=203430576,SNCB
0203.430.576,2,"160) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2012-05-09 / 0086335 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=59&btw=203430576,SNCB
0203.430.576,2,"RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2012-05-09 / 0086335 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2012/05/09/12086335.pdf,SNCB
0203.430.576,2,"160) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2012-05-09 / 0086335 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=59&btw=203430576,SNCB
0203.430.576,2,161) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2012-05-09 / 0086336 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=60&btw=203430576,SNCB
0203.430.576,2,FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2012-05-09 / 0086336 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2012/05/09/12086336.pdf,SNCB
0203.430.576,2,161) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2012-05-09 / 0086336 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=60&btw=203430576,SNCB
0203.430.576,2,"162) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2012-04-16 / 0073546 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=61&btw=203430576,SNCB
0203.430.576,2,"RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2012-04-16 / 0073546 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2012/04/16/12073546.pdf,SNCB
0203.430.576,2,"162) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 RUBRIQUE RESTRUCTURATION (FUSION, SCISSION, TRANSFERT PATRIMOINE, ETC...) 2012-04-16 / 0073546 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=61&btw=203430576,SNCB
0203.430.576,2,"163) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2012-04-16 / 0073547 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=62&btw=203430576,SNCB
0203.430.576,2,"FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2012-04-16 / 0073547 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2012/04/16/12073547.pdf,SNCB
0203.430.576,2,"163) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 RUBRIEK HERSTRUCTURERING (FUSIE, SPLITSING, OVERDRACHT VERMOGEN, ENZ...) 2012-04-16 / 0073547 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=62&btw=203430576,SNCB
0203.430.576,2,"164) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2011-12-21 / 0191189 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=63&btw=203430576,SNCB
0203.430.576,2,"RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2011-12-21 / 0191189 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2011/12/21/11191189.pdf,SNCB
0203.430.576,2,"164) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2011-12-21 / 0191189 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=63&btw=203430576,SNCB
0203.430.576,2,165) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-12-21 / 0191190 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=64&btw=203430576,SNCB
0203.430.576,2,FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-12-21 / 0191190 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2011/12/21/11191190.pdf,SNCB
0203.430.576,2,165) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-12-21 / 0191190 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=64&btw=203430576,SNCB
0203.430.576,2,"166) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2011-11-08 / 0167707 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=65&btw=203430576,SNCB
0203.430.576,2,"RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2011-11-08 / 0167707 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/2011/11/08/11167707.pdf,SNCB
0203.430.576,2,"166) S.N.C.B - HOLDING SA RUE DE FRANCE 85 1060 SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 2011-11-08 / 0167707 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=65&btw=203430576,SNCB
0203.430.576,2,167) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-11-08 / 0167708 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=66&btw=203430576,SNCB
0203.430.576,2,FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-11-08 / 0167708 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2011/11/08/11167708.pdf,SNCB
0203.430.576,2,167) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-11-08 / 0167708 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=66&btw=203430576,SNCB
0203.430.576,2,168) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-07-25 / 0113315 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=67&btw=203430576,SNCB
0203.430.576,2,FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-07-25 / 0113315 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2011/07/25/11113315.pdf,SNCB
0203.430.576,2,168) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-07-25 / 0113315 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=67&btw=203430576,SNCB
0203.430.576,2,169) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-07-25 / 0113316 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=68&btw=203430576,SNCB
0203.430.576,2,FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-07-25 / 0113316 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/2011/07/25/11113316.pdf,SNCB
0203.430.576,2,169) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ONTSLAGEN - BENOEMINGEN 2011-07-25 / 0113316 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=68&btw=203430576,SNCB
0203.430.576,2,"170) N.M.B.S - HOLDING NV FRANKRIJKSTRAAT 85 1060 BRUSSEL 203.430.576 ME. - GECONSOLIDEERDE REKENING 31.12.2010, GGK 31.05.2011, NGL 29.06.2011 11232-0328-079 2011-07-05 / 0134467",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=2&la_search=f&caller=list&=69&btw=203430576,SNCB
