EntityNumber,TypeOfAddress,CountryNL,CountryFR,Zipcode,MunicipalityNL,MunicipalityFR,StreetNL,StreetFR,HouseNumber,Box,ExtraAddressInfo,DateStrikingOff,TypeOfAddress_libelle,Zipcode_libelle
0878.065.378,REGO,,,1040,Brussel,Bruxelles,Steenweg op Etterbeek,Chaussée d'Etterbeek,180,,GooglePlex,,Siège,1040
